<<<<<<< HEAD
"","...1","Site","Plot","Success","Diversity","Year","Month","Season","CoreSection_cm","TotalSoilWeight_g","RockVolume_cm3","RockMass_g","RootMass_g","WetSoilWeight_g","DrySoilWeight_g","Moisture_g","SectionLength_cm","BulkDensity_g_cm3","BiomassC","Respiration","NO2_NO3","NH4","TIN","BiomassN","Mineralization","Nitrification","DEA","TotalSoilN_percent","TotalSoilN","TotalSoilC_percent","TotalSoilC","success","diversity","Obs"
"11",23,"Canarsie",6,"Low","High",2018,6,"Summer","0-10",56.4,3.5,5.712,0.033,1.166,1.052,0.097770154,10,0.557438759,281.5379632,18.5473396,11.15332485,0.232875162,11.38620002,2.073159075,0.380052143,0.23998072,-0.774733528,0.1,0.001,1.9885,0.019885,0,1,23
"12",25,"Canarsie",6,"Low","High",2018,6,"Summer","0-10",45.87,3,5.61,0,1.366,1.231,0.098828697,10,0.43984357,320.763638,19.32197767,-4.997140065,1.259346643,-3.737793422,1.590398821,-0.00836852,-0.124720993,0.429245149,0.087,0.00087,2.3965,0.023965,0,1,25
"13",27,"Canarsie",7,"Low","Low",2018,6,"Summer","0-10",50.339,4,6.533,0.004,1.455,1.274,0.124398625,10,0.470668042,356.741349,23.7564071,26.98766277,0.404204159,27.39186693,1.478635358,-0.335325948,-0.472795772,-0.24377515,0.132,0.00132,2.0945,0.020945,0,0,27
"14",30,"Canarsie",7,"Low","Low",2018,6,"Summer","0-10",59.4,6,12.387,0.048,0.938,0.834,0.1108742,10,0.52534447,268.7967775,16.96252844,2.117749244,-0.587178738,1.530570507,-3.936454352,0.275710318,-0.072511826,3.780395034,0.1135,0.001135,2.108,0.02108,0,0,30
"15",32,"Canarsie",8,"Low","Low",2018,6,"Summer","0-10",41.947,2,3.506,0.17,0.789,0.727,0.078580482,10,0.422387409,260.0673838,18.33314726,3.362007927,-0.081546037,3.280461889,-0.758321101,0.175663145,-0.012661989,-0.410499626,0.094,0.00094,1.7975,0.017975,0,0,32
"16",34,"Canarsie",8,"Low","Low",2018,6,"Summer","0-10",55.827,7,13.692,0.044,1.2,1.088,0.093333333,10,0.486230201,230.1701409,15.13022209,2.988752613,-0.452313861,2.536438752,1.456155217,0.22079899,0.042062166,0.942045579,0.0885,0.000885,1.552,0.01552,0,0,34
"17",36,"Clearview",9,"Low","Low",2018,7,"Summer","0-10",54.633,1.5,2.789,0.136,2.037,1.847,0.093274423,10,0.558244076,377.4764034,6.738947537,8.188556815,2.404293255,10.59285007,20.62014997,-0.006130184,0.039747816,400.3198334,0.1155,0.001155,1.4995,0.014995,0,0,36
"18",40,"Clearview",10,"Low","High",2018,7,"Summer","0-10",42.189,1.5,3.365,0.293,1.982,1.717,0.13370333,10,0.397436219,638.1192178,12.52739461,21.7380612,0.845540666,22.58360186,61.28716892,0.283363778,0.204559119,271.9321464,0.14,0.0014,1.88,0.0188,0,1,40
"19",44,"Clearview",10,"Low","High",2018,7,"Summer","0-10",41.175,1.5,3.445,0.254,1.992,1.813,0.089859438,10,0.40611798,223.1517851,7.209652532,7.493783202,0.596583907,8.090367109,20.43286381,-0.053633203,-0.12695105,249.4960797,0.139,0.00139,1.7465,0.017465,0,1,44
"20",48,"Clearview",11,"Low","High",2018,7,"Summer","0-10",43.231,3,5.109,0.305,1.997,1.82,0.088632949,10,0.417827981,432.3292899,9.429236772,8.262071485,1.093530743,9.355602229,7.973162454,0.206606015,0.141855253,483.0354916,0.1495,0.001495,2.122,0.02122,0,1,48
"21",50,"Clearview",11,"Low","High",2018,7,"Summer","0-10",55.168,6,9.163,0.07,2.025,1.879,0.072098765,10,0.536231224,178.6863538,7.13602722,15.53614076,0.620183328,16.15632408,8.120362008,-0.809105089,-0.796752948,248.9859548,0.102,0.00102,1.783,0.01783,0,1,50
"22",54,"Clearview",12,"Low","Low",2018,7,"Summer","0-10",44.518,1.5,3.677,0.059,1.887,1.769,0.062533121,10,0.455213329,157.7732643,6.918773614,2.981660416,0.931176968,3.912837384,4.389604247,0.175868006,0.0892972,88.84815345,0.0885,0.000885,1.1485,0.011485,0,0,54
"23",58,"Clearview",12,"Low","Low",2018,7,"Summer","0-10",62.297,2,3.991,0.051,1.305,1.243,0.047509579,10,0.664626371,166.700128,7.127317344,1.295114469,NA,NA,7.091170848,NA,0.468701067,32.75928891,0.076,0.00076,0.883,0.00883,0,0,58
"24",62,"Conference House",13,"High","High",2018,8,"Summer","0-10",72.734,NA,0,0,2.306,2.08,0.098005204,10,0.767439181,790.0289428,18.19033438,0.253894165,1.588825546,1.842719711,63.56317523,6.466120339,2.322746061,297.6525339,0.027,0.00027,0.155,0.00155,1,1,62
"25",67,"Conference House",13,"High","High",2018,8,"Summer","0-10",36.538,1,1.43,0.667,2.001,1.79,0.105447276,10,0.364665247,124.894862,12.24818962,70.70286821,1.96769983,72.67056804,68.47414252,-4.997663427,-4.936326627,243.1779153,0.201,0.00201,2.868,0.02868,1,1,67
"26",72,"Conference House",14,"High","Low",2018,8,"Summer","0-10",45.071,4,9.686,0.063,2.002,1.625,0.188311688,10,0.351842999,700.5061933,21.91116289,30.55202519,1.194794787,31.74681998,32.92108508,0.127125845,0.181875626,615.386054,0.3355,0.003355,5.1305,0.051305,1,0,72
"27",75,"Conference House",14,"High","Low",2018,8,"Summer","0-10",36.389,1.6,2.195,0.126,1.835,1.473,0.197275204,10,0.326002734,1002.971975,14.07673065,-0.188817107,-0.102727757,-0.291544864,81.28918693,3.162035148,3.108796203,819.6942596,0.3115,0.003115,5.1445,0.051445,1,0,75
"28",80,"Clove Lakes 2",15,"High","Low",2018,8,"Summer","0-10",53.552,0.8,1.542,0.299,1.787,1.423,0.203693341,10,0.486238228,855.4904104,14.22036635,47.33376448,3.398192489,50.73195697,97.52761493,-0.262254714,-0.010107686,518.6414915,0.2215,0.002215,2.8695,0.028695,1,0,80
"29",85,"Clove Lakes 2",15,"High","Low",2018,8,"Summer","0-10",55.11,3,4.841,0.269,2.605,2.301,0.116698656,10,0.535421762,684.2497509,11.20088003,25.81231291,0.614399093,26.42671201,22.05337783,-0.547385424,-0.497950599,515.0393282,0.143,0.00143,1.9815,0.019815,1,0,85
"30",90,"Clove Lakes 2",16,"High","High",2018,8,"Summer","0-10",60.817,2,3.503,0.078,2.168,1.879,0.133302583,10,0.594183411,408.7494586,13.2139095,18.64681707,-0.16511066,18.48170641,40.33751212,0.973104132,0.912373207,36.29841085,0.1525,0.001525,2.8185,0.028185,1,1,90
"31",95,"Clove Lakes 2",16,"High","High",2018,8,"Summer","0-10",51.169,3.5,4.81,0.237,2.213,1.963,0.112968821,10,0.499004739,329.5315274,10.10853696,1.58419634,1.551973215,3.136169555,40.76023558,2.80379132,2.631553399,102.4229904,0.0305,0.000305,0.1005,0.001005,1,1,95
"32",100,"Clove Lakes 4",17,"High","High",2018,8,"Summer","0-10",53.203,2.5,3.83,0.246,2.035,1.571,0.228009828,10,0.457008805,1088.191785,16.14058712,23.77112181,0.896326721,24.66744853,88.65727304,0.774334752,0.737609115,708.8065801,0.276,0.00276,4.495,0.04495,1,1,100
"33",105,"Clove Lakes 4",17,"High","High",2018,8,"Summer","0-10",43.681,0.6,0.664,0.196,2.35,1.816,0.227234043,10,0.389821833,1384.19614,19.56551284,23.36090873,1.333419605,24.69432833,89.37553129,0.536912662,0.481733814,858.1649607,0.3425,0.003425,5.926,0.05926,1,1,105
"34",110,"Clove Lakes 4",18,"High","Low",2018,8,"Summer","0-10",43.908,0.5,0.429,0.364,2.117,1.659,0.216343883,10,0.397561183,1401.664102,20.83396916,30.60353301,1.754098199,32.35763121,105.0675829,0.838640997,0.750890494,789.7542374,0.364,0.00364,5.7515,0.057515,1,0,110
"35",115,"Clove Lakes 4",18,"High","Low",2018,8,"Summer","0-10",45.192,1.5,1.962,0.097,2.299,1.906,0.170943889,10,0.425778872,601.8208644,12.90489303,34.10776743,1.360995369,35.4687628,67.41401677,-0.009294571,0.030344881,119.177315,0.271,0.00271,5.2775,0.052775,1,0,115
"36",120,"Fort Totten",19,"High","High",2018,8,"Summer","0-10",50.765,1,1.128,0.246,1.959,1.579,0.193976519,10,0.47120316,479.842269,41.60114168,35.35037098,1.61078013,36.96115111,107.1346653,0.265520219,0.299292573,312.7231102,0.2165,0.002165,3.199,0.03199,1,1,120
"37",122,"Fort Totten",19,"High","High",2018,8,"Summer","0-10",40.846,0.6,1.17,0.084,1.839,1.372,0.25394236,10,0.347969513,613.296217,80.59839566,49.45003404,2.817654487,52.26768852,125.3695325,0.709154663,0.785289551,1137.826167,0.379,0.00379,5.8305,0.058305,1,1,122
"38",126,"Fort Totten",20,"High","Low",2018,8,"Summer","0-10",45.487,0.3,0.51,0.011,1.98,1.425,0.28030303,10,0.37989463,615.6247434,63.98908842,49.04036234,0.892386295,49.93274864,117.5599793,1.053315643,1.015777126,410.3947431,0.386,0.00386,6.469,0.06469,1,0,126
"39",131,"Fort Totten",20,"High","Low",2018,8,"Summer","0-10",34.754,0.5,0.744,0.048,1.761,1.146,0.34923339,10,0.260057016,907.1022601,123.8525082,63.30895682,2.137411374,65.4463682,176.1203899,0.555787731,0.664602367,762.7795332,0.574,0.00574,10.597,0.10597,1,0,131
"40",135,"Marine Park 1",21,"High","High",2018,7,"Summer","0-10",44.843,1,0.649,0.341,0.776,0.719,0.073453608,10,0.480926999,247.6590069,8.861457011,11.76226353,1.066418818,12.82868235,19.46584383,0.334711086,0.169914751,94.76864331,0.189,0.00189,2.869,0.02869,1,1,135
"41",140,"Marine Park 1",21,"High","High",2018,7,"Summer","0-10",36.471,0.5,0.269,0.229,0.811,0.715,0.11837238,10,0.373614066,284.1712289,8.654325792,21.00007249,2.335677005,23.33574949,37.16438164,1.17832838,0.764126028,37.39205892,0.349,0.00349,5.7915,0.057915,1,1,140
"42",145,"Marine Park 1",22,"High","High",2018,7,"Summer","0-10",45.263,0.1,0.202,0.06,0.812,0.703,0.134236453,10,0.456280857,505.0353229,13.78738086,100.7805532,0.687048779,101.4676019,64.26516738,-7.091913325,-7.11129133,100.2735787,0.262,0.00262,3.7535,0.037535,1,1,145
"43",150,"Marine Park 1",22,"High","High",2018,7,"Summer","0-10",42.482,0.1,0.016,0.061,1.036,0.893,0.138030888,10,0.428074698,295.1443618,11.93333414,26.10554761,1.197567045,27.30311466,68.82900183,0.817237363,0.763995454,275.8943849,0.369,0.00369,5.948,0.05948,1,1,150
"44",155,"Marine Park 1",23,"High","Low",2018,7,"Summer","0-10",45.378,1.4,1.095,0.051,1.192,1.07,0.102348993,10,0.472191129,188.9761341,8.282778302,6.904287087,1.774614776,8.678901863,8.625589767,0.317719862,0.062850699,NA,0.1705,0.001705,2.46,0.0246,1,0,155
"45",160,"Marine Park 1",23,"High","Low",2018,7,"Summer","0-10",43.943,0.6,0.886,0.467,1.091,0.996,0.087076077,10,0.458040205,131.291355,8.649491309,6.981608246,1.462029469,8.443637715,11.38656994,0.343574512,0.206357541,NA,0.1535,0.001535,2.2365,0.022365,1,0,160
"46",165,"Marine Park 1",24,"High","Low",2018,7,"Summer","0-10",45.684,1.2,2.482,0.088,1.131,1.064,0.059239611,10,0.481215182,159.9658831,8.01756447,5.143347542,1.235344759,6.378692302,7.283951166,0.065498258,-0.037786077,NA,0.1855,0.001855,3.9675,0.039675,1,0,165
"47",170,"Marine Park 1",24,"High","Low",2018,7,"Summer","0-10",39.709,0.4,0.506,0.163,1.022,0.954,0.066536204,10,0.428298574,194.2395927,9.405439132,6.512765806,0.83967426,7.352440066,8.500516261,0.251781865,0.099028038,NA,0.1905,0.001905,3.963,0.03963,1,0,170
"48",175,"Marine Park 2",25,"High","High",2018,7,"Summer","0-10",42.42,0.4,0.357,0.392,1.972,1.759,0.10801217,10,0.436849851,480.605501,14.72998241,2.182879435,0.160222108,2.343101543,8.950328778,2.229012493,2.106036842,135.0643757,0.288,0.00288,4.3495,0.043495,1,1,175
"49",178,"Marine Park 2",25,"High","High",2018,7,"Summer","0-10",44.169,0.1,0.064,0.037,2.245,2.061,0.081959911,10,0.474356324,248.5741536,16.0327208,15.72726836,0.206393455,15.93366181,0.770398967,0.416329906,0.394479457,97.77001187,0.2595,0.002595,3.9075,0.039075,1,1,178
"50",183,"Marine Park 2",26,"High","High",2018,7,"Summer","0-10",40.238,NA,0,0.204,2.045,1.823,0.108557457,10,0.417469551,809.7563997,17.67116445,14.09593279,0.276913027,14.37284582,44.60998489,-0.019676356,0.00131854,141.3880688,0.2095,0.002095,3.475,0.03475,1,1,183
"51",187,"Marine Park 2",26,"High","High",2018,7,"Summer","0-10",47.132,0.4,0.453,0.36,1.984,1.799,0.093245968,10,0.493614616,699.8730014,9.88677532,8.53403937,0.207343071,8.741382441,46.17019146,0.648228952,0.639106555,204.7854385,0.236,0.00236,3.4185,0.034185,1,1,187
"52",192,"Marine Park 2",27,"High","Low",2018,7,"Summer","0-10",46.863,0.6,1.277,0.062,2.004,1.735,0.134231537,10,0.464305202,811.3953557,15.0056787,11.84137793,0.558637328,12.40001525,38.71915171,1.738398512,1.526037012,200.2059445,0.2375,0.002375,3.7085,0.037085,1,0,192
"53",196,"Marine Park 2",27,"High","Low",2018,7,"Summer","0-10",41.002,0.2,0.23,0.26,2.005,1.851,0.07680798,10,0.438526087,559.9868566,11.76094008,8.640168666,0.051351445,8.691520111,44.48913004,0.260269316,0.211052688,136.8445023,0.1795,0.001795,2.826,0.02826,1,0,196
"54",200,"Marine Park 2",28,"High","Low",2018,7,"Summer","0-10",34.336,NA,0,0.729,1.876,1.629,0.131663113,10,0.341366154,898.8631974,13.32433133,25.1805685,1.857189414,27.03775792,68.28141984,-2.572935342,-2.403400959,240.8737205,0.298,0.00298,5.232,0.05232,1,0,200
"55",204,"Marine Park 2",28,"High","Low",2018,7,"Summer","0-10",46.853,0.1,0.145,0.072,1.882,1.756,0.066950053,10,0.509608865,285.7859677,16.29225932,7.8054623,0.717963721,8.523426021,17.56163209,-0.581305381,-0.707306994,92.85640084,0.1785,0.001785,2.6015,0.026015,1,0,204
"56",209,"Marine Park 3",29,"High","High",2018,7,"Summer","0-10",24.05,NA,0,0.59,0.907,0.383,0.577728776,10,0.086936047,4523.889606,66.87654931,99.40273209,3.820904566,103.2236367,333.0779185,-0.827517245,-2.004791258,NA,1.731,0.01731,33.4875,0.334875,1,1,209
"57",211,"Marine Park 3",29,"High","High",2018,7,"Summer","0-10",24.44,NA,0,1.199,0.824,0.395,0.520631068,10,0.097769881,560.4235664,67.73841157,100.293679,-0.280265364,100.0134136,243.5086174,-6.32880497,-6.454400989,NA,1.194,0.01194,24.0555,0.240555,1,1,211
"58",216,"Marine Park 3",30,"High","Low",2018,7,"Summer","0-10",46.86,NA,0,4.297,1.631,0.507,0.689147762,10,0.11621118,7945.901286,90.42180052,144.1862468,7.8719858,152.0582326,467.8466032,-0.027130067,-0.687184762,3283.786851,2.2345,0.022345,44.9685,0.449685,1,0,216
"59",218,"Marine Park 3",30,"High","Low",2018,7,"Summer","0-10",46.66,NA,0,4.452,1.773,0.695,0.608009024,10,0.145194857,4074.506654,61.46076246,113.2752021,4.081286102,117.3564882,334.9354501,-1.057133673,-1.445199709,2207.218972,1.88,0.0188,37.085,0.37085,1,0,218
"60",220,"Marine Park 3",31,"High","Low",2018,7,"Summer","0-10",39.05,NA,0,1.511,1.587,0.471,0.703213611,10,0.097770328,4757.03459,61.1214388,216.297906,2.853912379,219.1518184,412.3494934,0.00045757,-0.144910377,2023.884451,1.9735,0.019735,44.7125,0.447125,1,0,220
"61",222,"Marine Park 3",31,"High","Low",2018,7,"Summer","0-10",39.91,NA,0,2.781,1.432,0.428,0.701117318,10,0.097385522,4003.95363,67.72919502,148.5459309,2.69582863,151.2417595,327.2682696,-0.525739715,-0.613824723,256.0574299,2.1575,0.021575,45.8525,0.458525,1,0,222
"62",224,"Marine Park 3",32,"High","High",2018,7,"Summer","0-10",56.97,0.8,1.061,1.98,1.526,0.716,0.530799476,10,0.223625323,4063.034709,77.31103115,144.892353,-2.422020695,142.4703323,331.5771328,6.355064228,5.291848625,4259.848902,1.849,0.01849,29.4415,0.294415,1,1,224
"63",226,"Marine Park 3",32,"High","High",2018,7,"Summer","0-10",43.52,NA,0,2.961,1.555,0.596,0.616720257,10,0.136421713,4415.179732,63.02439275,161.7064452,3.452536548,165.1589818,347.8005459,-3.904816304,-4.097544314,1959.793093,2.112,0.02112,42.7225,0.427225,1,1,226
"64",228,"Pelham Bay",33,"High","Low",2018,6,"Summer","0-10",44.2,0.2,0.465,0.108,3.771,2.861,0.241315301,10,0.388093513,631.5594343,10.06813456,32.07106305,9.199391365,41.27045441,20.24055381,-4.180429758,-3.50633429,-11.12724855,0.2535,0.002535,3.4885,0.034885,1,0,228
"65",233,"Pelham Bay",33,"High","Low",2018,6,"Summer","0-10",39.4,0.1,0.042,0.02,3.783,2.832,0.251387787,10,0.345293888,949.169267,11.14713815,10.04466888,-0.530326458,9.514342418,34.91664586,-1.210041212,-1.313099397,-5.908043986,0.281,0.00281,4.0335,0.040335,1,0,233
"66",237,"Pelham Bay",34,"High","Low",2018,7,"Summer","0-10",149.9,1.5,2.856,0.091,2.379,1.822,0.234131988,10,1.000846739,669.8672421,12.37909092,20.52748952,3.827941733,24.35543125,44.73985849,0.099112002,0.330710575,310.6225561,0.396,0.00396,5.167,0.05167,1,0,237
"67",239,"Pelham Bay",34,"High","Low",2018,7,"Summer","0-10",169,9,25.441,0.37,1.847,1.409,0.23714131,10,1.040795916,709.4681832,9.403793444,15.88250354,3.449818109,19.33232165,68.33809541,1.41992383,1.403718755,12.3626066,0.303,0.00303,3.757,0.03757,1,0,239
"68",241,"Pelham Bay",35,"High","High",2018,7,"Summer","0-10",88.07,0.2,0.563,0.037,2.144,1.703,0.205690299,10,0.610790538,990.6306382,13.2799018,30.05406471,3.376762695,33.4308274,131.2701948,-0.334350398,-0.179221652,1047.631442,0.422,0.00422,5.8505,0.058505,1,1,241
"69",243,"Pelham Bay",35,"High","High",2018,7,"Summer","0-10",88.71,1,2.079,0.023,2.121,1.753,0.173503065,10,0.633735005,749.459728,8.557108668,18.23315203,3.04388095,21.27703298,79.0407724,0.998598378,1.175897795,-150.7060693,0.3625,0.003625,4.982,0.04982,1,1,243
"70",245,"Pelham Bay",36,"High","High",2018,7,"Summer","0-10",149.42,0.6,1.285,0.109,2.311,1.714,0.258329727,10,0.968549999,670.8430745,12.62067694,21.37842503,3.244321844,24.62274687,54.13284335,0.128366805,0.342179411,292.2203298,0.336,0.00336,4.136,0.04136,1,1,245
"71",247,"Pelham Bay",36,"High","High",2018,7,"Summer","0-10",142.49,0.4,1.343,0.093,2.035,1.48,0.272727273,10,0.903421189,655.5743071,15.82939573,19.4120909,3.789293999,23.2013849,38.6871059,-0.611327902,-0.337223535,335.9997178,0.361,0.00361,4.573,0.04573,1,1,247
"72",249,"Alley Pond",1,"Low","Low",2019,9,"Summer","0-10",141.098,2.5,5.87,0.128,2.998,2.498,0.166777852,10,1.014573294,900.3680764,12.2584241,16.18633829,1.263343322,17.44968161,62.00810985,1.031573081,0.853364054,253.7427075,NA,NA,NA,NA,0,0,249
"73",251,"Alley Pond",1,"Low","Low",2019,9,"Summer","0-10",124.137,0.8,1.227,0.845,3.024,2.446,0.191137566,10,0.880361781,952.5787558,10.45165647,9.733152409,1.373474766,11.10662717,54.78944761,0.664032784,0.580743205,245.8781714,NA,NA,NA,NA,0,0,251
"74",253,"Alley Pond",2,"Low","Low",2019,9,"Summer","0-10",123.652,1,1.623,0.616,2.693,2.372,0.119197921,10,0.955243411,689.0596412,6.622716795,-0.617379558,0.632763508,0.01538395,12.95950912,0.228261846,0.027724454,231.5251672,NA,NA,NA,NA,0,0,253
"75",255,"Alley Pond",2,"Low","Low",2019,9,"Summer","0-10",118.153,4.5,10.973,0.342,3.097,2.611,0.156926057,10,0.826720412,1072.174075,8.404812616,1.092202349,1.095461166,2.187663515,47.00758428,0.374992163,0.318820724,290.9473258,NA,NA,NA,NA,0,0,255
"76",257,"Alley Pond",3,"Low","High",2019,9,"Summer","0-10",102.62,1,2.082,1.3,2.506,2.167,0.135275339,10,0.802214771,828.6777969,6.659970742,-0.25650404,0.633191086,0.376687047,33.5120735,0.130298386,-0.008146756,199.0029151,NA,NA,NA,NA,0,1,257
"77",259,"Alley Pond",3,"Low","High",2019,9,"Summer","0-10",104.47,2.5,5.514,0.603,2.804,2.311,0.175820257,10,0.740532506,487.7567173,11.45476744,1.279289138,1.476808054,2.756097192,63.13418133,0.322750953,0.281628013,285.1208594,NA,NA,NA,NA,0,1,259
"78",261,"Alley Pond",4,"Low","High",2019,9,"Summer","0-10",146.214,4,7.843,1.855,3.059,2.565,0.161490683,10,1.122789435,330.5775963,10.36767559,1.882248659,1.088139332,2.97038799,43.03573361,0.106259316,0.068498913,237.3619662,NA,NA,NA,NA,0,1,261
"79",263,"Alley Pond",4,"Low","High",2019,9,"Summer","0-10",105.624,6,2.913,0.504,2.191,1.913,0.126882702,10,0.834341195,184.9105562,22.35875587,3.085946739,1.677951984,4.763898723,25.61536678,0.539926678,0.059377123,211.681049,NA,NA,NA,NA,0,1,263
"80",265,"Canarsie",5,"Low","High",2019,10,"Fall","0-10",137.454,4.8,13.26,0.412,2.9,2.331,0.196206897,10,0.914045493,1204.329067,12.84364473,9.340752156,1.220487013,10.56123917,77.29577055,0.397499694,0.332852187,153.6201609,NA,NA,NA,NA,0,1,265
"82",269,"Canarsie",6,"Low","High",2019,10,"Fall","0-10",140.435,11,9.937,1.132,2.958,2.405,0.186950642,10,1.036762024,1197.115758,13.17265193,5.045845627,0.800231364,5.846076991,60.84641975,0.573634468,0.497345323,235.759219,NA,NA,NA,NA,0,1,269
"83",271,"Canarsie",6,"Low","High",2019,10,"Fall","0-10",146.492,2,23.525,0.232,3.495,2.956,0.154220315,10,0.931408521,838.0633232,10.54217197,6.099456979,0.962009128,7.061466107,46.59673445,0.459459056,0.38940158,134.2895161,NA,NA,NA,NA,0,1,271
"84",273,"Canarsie",7,"Low","Low",2019,10,"Fall","0-10",147.382,5,11.144,0.362,2.791,2.324,0.16732354,10,1.048071284,771.5636568,9.910619245,1.27722495,0.820757165,2.097982114,33.65757862,0.309597247,0.280995903,54.67611635,NA,NA,NA,NA,0,0,273
"85",275,"Canarsie",7,"Low","Low",2019,10,"Fall","0-10",165.013,9,17.093,1.395,2.709,2.243,0.172019195,10,1.172723666,949.2416636,12.76804648,-0.621378315,0.547110849,-0.074267467,34.3070898,0.220500522,0.183073353,41.72007699,NA,NA,NA,NA,0,0,275
"86",277,"Canarsie",8,"Low","Low",2019,10,"Fall","0-10",148.343,5.7,25.379,0.607,2.425,2.05,0.154639175,10,0.964424044,751.1902851,7.406819012,1.326418218,0.27253448,1.598952698,33.03907216,0.448667063,0.20854774,75.89758097,NA,NA,NA,NA,0,0,277
"87",279,"Canarsie",8,"Low","Low",2019,10,"Fall","0-10",139.151,8,5.672,0.944,2.905,2.404,0.172461274,10,1.045034756,NA,10.46036029,-0.27337778,0.573140602,0.299762822,34.30326148,0.287011691,0.234912086,92.87611696,NA,NA,NA,NA,0,0,279
"88",281,"Clearview",9,"Low","Low",2019,10,"Fall","0-10",129.951,1,3.781,0.093,3.106,2.948,0.050869285,10,1.074648089,130.1175101,5.334817914,-0.337399424,1.295862404,0.95846298,1.80529844,0.031907246,0.04139939,220.8646393,NA,NA,NA,NA,0,0,281
"89",283,"Clearview",9,"Low","Low",2019,10,"Fall","0-10",148.254,1,4.548,1.35,3.045,2.852,0.063382594,10,1.196334235,102.8015937,4.214865341,3.295112615,0.794985535,4.09009815,3.356383704,0.086779906,0.075652377,88.14192115,NA,NA,NA,NA,0,0,283
"90",285,"Clearview",10,"Low","High",2019,10,"Fall","0-10",169.713,4,10.763,0.804,3.926,3.694,0.059093225,10,1.353454324,95.4151543,3.912021326,3.660501734,0.333912034,3.994413768,5.759492294,0.233237826,0.190437244,98.21319667,NA,NA,NA,NA,0,1,285
"91",287,"Clearview",10,"Low","High",2019,10,"Fall","0-10",139.872,1.5,3.699,2.222,4.692,4.455,0.050511509,10,1.141169604,101.7873608,4.173281792,3.304148692,0.217738161,3.521886853,5.098766084,0.223988291,0.102934148,233.7395506,NA,NA,NA,NA,0,1,287
